category;validScientificNameId;validScientificName;preferredPopularName;taxonGroupName;collector;dateTimeCollected;locality;coordinateUncertaintyInMeters;municipality;county;individualCount;latitude;longitude;geometry;scientificNameRank;behavior;notes;sex;Ansvarsarter;Trua arter;Andre spesielt hensynskrevende arter;Spesielle okologiske former;Prioriterte arter;Fredete arter;NT;Fremmede arter
LC;3635;Charadrius hiaticula;sandlo;Fugler;Arne Heggland|Håvard Hjermstad-Sollerud;26.06.2024 00:00:00;Haugenes-Storneset, Andøy, No;1066.0;Andøy;Nordland;4;69,293775;16,155913;POLYGON ((545367 7688054, 545219 7688189, 545128 7688147, 545253 7687906, 545390 7687822, 545432 7687589, 545809 7686953, 545968 7686911, 545996 7687017, 545807 7687266, 545788 7687476, 545692 7687764, 545543 7687892, 545503 7688008, 545428 7687995, 545367 7688054));species;reproductive;Activity: RecentlyFledgedYoung. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
LC;185969;Acanthis flammea;gråsisik;Fugler;Arne Heggland|Håvard Hjermstad-Sollerud;26.06.2024 00:00:00;Hamneneset-Svartbergan, fjære og grunn sjø, Andøy, No;1362.0;Andøy;Nordland;1;69,280695;16,179664;POLYGON ((546557 7686806, 546427 7686642, 546463 7686348, 546424 7686304, 546324 7686286, 546263 7686253, 546259 7686222, 546329 7686165, 546311 7686004, 546318 7685769, 546434 7685575, 546230 7685392, 546196 7685251, 546205 7685218, 546696 7685514, 546875 7686334, 546824 7686655, 546753 7686975, 546631 7686904, 546557 7686806));species;moving;Activity: FlyingBy.;;Yes;No;No;No;No;No;No;No
LC;3510;Cygnus cygnus;sangsvane;Fugler;Arne Heggland|Håvard Hjermstad-Sollerud;26.06.2024 00:00:00;Fuglehullet, Andøya flystasjon, Andøy, No;200.0;Andøy;Nordland;2;69,280177;16,158428;POINT (545738 7686036);species;reproductive;Activity: RecentlyFledgedYoung. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
LC;3525;Mergus serrator;siland;Fugler;Arne Heggland|Håvard Hjermstad-Sollerud;27.06.2024 00:00:00;Fuglehullet, Andøya flystasjon, Andøy, No;200.0;Andøy;Nordland;1;69,280177;16,158428;POINT (545738 7686036);species;stationary;Activity: Resting. Validationstatus: Approved Documented;female colored;No;No;No;No;No;No;No;No
CR;3654;Vanellus vanellus;vipe;Fugler;Arne Heggland;26.06.2024 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;moving;Activity: FlyingBy. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
VU;3677;Larus argentatus;gråmåke;Fugler;-2057092445;14.07.2022 00:00:00;Andenes Stadtgebiet, Hafen und Airport;250.0;Andøy;Nordland;1;69,306976;16,122417;POINT (544261 7688998);species;;http://www.gbif.org/occurrence/5027708094;;No;Yes;No;No;No;No;No;No
LC;4208;Emberiza schoeniclus;sivspurv;Fugler;-2057092445;13.07.2022 00:00:00;Andenes Stadtgebiet, Hafen und Airport;250.0;Andøy;Nordland;1;69,306976;16,122417;POINT (544261 7688998);species;;http://www.gbif.org/occurrence/5025011002;;No;No;No;No;No;No;No;No
VU;3681;Larus canus;fiskemåke;Fugler;-2057092445;13.07.2022 00:00:00;Andenes Stadtgebiet, Hafen und Airport;250.0;Andøy;Nordland;1;69,306976;16,122417;POINT (544261 7688998);species;;http://www.gbif.org/occurrence/5024450308;;No;Yes;No;No;No;No;No;No
NT;3799;Tringa totanus;rødstilk;Fugler;1129633969;17.07.2019 00:00:00;Andenes Stadtgebiet, Hafen und Airport;25.0;Andøy;Nordland;1;69,305115;16,092123;POINT (543071 7688768);species;;http://www.gbif.org/occurrence/5018423938;;No;No;No;No;No;No;Yes;No
LC;3790;Tringa erythropus;sotsnipe;Fugler;obsr1462336;12.08.2022 00:00:00;Kleivvatnet - Andenes;;Andøy;Nordland;8;69,30901;16,096539;POINT (543237 7689206);species;;http://www.gbif.org/occurrence/4278806859;;No;No;No;No;No;No;No;No
LC;3461;Anas platyrhynchos;stokkand;Fugler;obsr108585;31.07.2020 00:00:00;Kleivvatnet;;Andøy;Nordland;28;69,30731;16,095446;POINT (543197 7689016);species;;http://www.gbif.org/occurrence/3186517379;;No;No;No;No;No;No;No;No
LC;4472;Phylloscopus trochilus;løvsanger;Fugler;obsr1462336;22.08.2021 00:00:00;Kleivvatnet - Andenes;;Andøy;Nordland;2;69,30901;16,096539;POINT (543237 7689206);species;;http://www.gbif.org/occurrence/3637040849;;No;No;No;No;No;No;No;No
VU;4280;Riparia riparia;sandsvale;Fugler;Knut Olsen|Tor Olsen;22.05.2015 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;feeding;Activity: Forage.;;No;Yes;No;No;No;No;No;No
VU;3681;Larus canus;fiskemåke;Fugler;Knut Olsen|Tor Olsen;23.05.2015 00:00:00;Steinsvatnan, Andenes, Andøy, No;5.0;Andøy;Nordland;10;69,301114;16,082826;POINT (542712 7688316);species;possiblereproductive;Activity: InNestingHabitat.;;No;Yes;No;No;No;No;No;No
LC;4547;Turdus iliacus;rødvingetrost;Fugler;Knut Olsen|Tor Olsen;23.05.2015 00:00:00;Steinsvatnan, Andenes, Andøy, No;5.0;Andøy;Nordland;2;69,301114;16,082826;POINT (542712 7688316);species;possiblereproductive;2-3 ind. Activity: InNestingHabitat.;;No;No;No;No;No;No;No;No
LC;3461;Anas platyrhynchos;stokkand;Fugler;Knut Olsen|Tor Olsen;23.05.2015 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: InNestingHabitat. Validationstatus: Approved Documented;male;No;No;No;No;No;No;No;No
LC;204597;Linaria flavirostris;bergirisk;Fugler;Knut Olsen|Tor Olsen;24.05.2015 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: InNestingHabitat.;;Yes;No;No;No;No;No;No;No
NT;4426;Sturnus vulgaris;stær;Fugler;Knut Olsen|Tor Olsen;24.05.2015 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;moving;Activity: FlyingBy.;;No;No;No;No;No;No;Yes;No
LC;3461;Anas platyrhynchos;stokkand;Fugler;Knut Olsen|Tor Olsen;24.05.2015 00:00:00;Stormyrraet, Stormyra, Andøy, No;5.0;Andøy;Nordland;1;69,277059;16,105077;POINT (543638 7685650);species;possiblereproductive;Activity: InNestingHabitat. Validationstatus: Approved Documented;female;No;No;No;No;No;No;No;No
LC;4547;Turdus iliacus;rødvingetrost;Fugler;Knut Olsen|Tor Olsen;24.05.2015 00:00:00;Stormyrraet, Stormyra, Andøy, No;5.0;Andøy;Nordland;1;69,277059;16,105077;POINT (543638 7685650);species;possiblereproductive;Activity: Display/Song.;male;No;No;No;No;No;No;No;No
VU;3952;Podiceps auritus;horndykker;Fugler;Espen Bergersen;26.06.2015 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;feeding;Activity: Forage.;;No;Yes;No;No;No;No;No;No
VU;204586;Spatula clypeata;skjeand;Fugler;Martin Eggen;13.08.2015 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;stationary;Activity: Resting. Validationstatus: Approved Documented;male;No;Yes;No;No;No;No;No;No
VU;4280;Riparia riparia;sandsvale;Fugler;Magnhild Johansen|Martin Eggen|Atle Ivar Olsen;21.05.2016 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;5;69,307254;16,095034;POINT (543181 7689009);species;;;;No;Yes;No;No;No;No;No;No
NT;3799;Tringa totanus;rødstilk;Fugler;Oddvar Heggøy|Martin Eggen;23.05.2016 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;3;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: InNestingHabitat.;;No;No;No;No;No;No;Yes;No
VU;3681;Larus canus;fiskemåke;Fugler;Rune  Botnermyr|Aurora Strand Botnermyr;05.07.2016 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;30;69,307254;16,095034;POINT (543181 7689009);species;;;;No;Yes;No;No;No;No;No;No
LC;4208;Emberiza schoeniclus;sivspurv;Fugler;Rune  Botnermyr|Aurora Strand Botnermyr;05.07.2016 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;3;69,307254;16,095034;POINT (543181 7689009);species;;;;No;No;No;No;No;No;No;No
LC;204585;Mareca penelope;brunnakke;Fugler;Jørn Helge Magnussen|Rune Solvang;02.08.2016 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;3;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: RecentlyFledgedYoung.;;No;No;No;No;No;No;No;No
LC;204585;Mareca penelope;brunnakke;Fugler;Jørn Helge Magnussen|Rune Solvang;02.08.2016 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: RecentlyFledgedYoung.;;No;No;No;No;No;No;No;No
VU;3952;Podiceps auritus;horndykker;Fugler;Oddvar Heggøy|Martin Eggen;30.05.2017 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;3;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: InNestingHabitat. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
LC;3510;Cygnus cygnus;sangsvane;Fugler;Bård Kyrkjedelen;11.07.2017 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;;Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
LC;4208;Emberiza schoeniclus;sivspurv;Fugler;Anette Jensen;22.06.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;6;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: CarryingFoodForYoung.;;No;No;No;No;No;No;No;No
LC;4437;Acrocephalus schoenobaenus;sivsanger;Fugler;Oddvar Heggøy|Martin Eggen;14.06.2018 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: Display/Song. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
LC;3926;Gavia stellata;smålom;Fugler;Oddvar Heggøy|Martin Eggen;14.06.2018 00:00:00;Fuglehullet, Andøya flystasjon, Andøy, No;200.0;Andøy;Nordland;2;69,280177;16,158428;POINT (545738 7686036);species;;Validationstatus: Approved Documented;in pair;No;No;No;No;No;No;No;No
EN;3773;Numenius arquata;storspove;Fugler;Oddvar Heggøy;14.06.2018 00:00:00;Andøya flystasjon N, Andøya flystasjon, Andøy, No;400.0;Andøy;Nordland;2;69,307997;16,113486;POINT (543907 7689105);species;reproductive;Activity: RecentlyFledgedYoung. Validationstatus: Approved Documented;in pair;No;Yes;No;No;No;No;No;No
LC;204585;Mareca penelope;brunnakke;Fugler;Martin Eggen;12.07.2018 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: RecentlyFledgedYoung. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
LC;204585;Mareca penelope;brunnakke;Fugler;Atle Ivar Olsen;24.07.2018 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: RecentlyFledgedYoung. Validationstatus: Approved Documented;female;No;No;No;No;No;No;No;No
LC;3487;Aythya fuligula;toppand;Fugler;Atle Ivar Olsen;24.07.2018 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: RecentlyFledgedYoung. Validationstatus: Approved Documented;female;No;No;No;No;No;No;No;No
LC;4472;Phylloscopus trochilus;løvsanger;Fugler;Audun Skrindo;14.08.2018 00:00:00;Andøya flystasjon, Andøy, No;25.0;Andøy;Nordland;1;69,301025;16,109856;POINT (543778 7688325);species;;Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
VU;3813;Stercorarius parasiticus;tyvjo;Fugler;Audun Skrindo;15.08.2018 00:00:00;Andøya flystasjon, Andøy, No;25.0;Andøy;Nordland;1;69,293836;16,12581;POINT (544422 7687535);species;;Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
LC;4332;Motacilla alba;linerle;Fugler;Audun Skrindo;15.08.2018 00:00:00;Andøya flystasjon, Andøy, No;25.0;Andøy;Nordland;1;69,293836;16,12581;POINT (544422 7687535);species;;Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
LC;3510;Cygnus cygnus;sangsvane;Fugler;Bjørn Olav Tveit;14.09.2018 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;;Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
LC;204585;Mareca penelope;brunnakke;Fugler;Stig  Rasmussen;25.05.2019 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;4;69,307178;16,095313;POINT (543192 7689001);species;;Validationstatus: Approved Documented;in pair;No;No;No;No;No;No;No;No
EN;3705;Rissa tridactyla;krykkje;Fugler;Martin Eggen|Oddvar Heggøy;21.07.2019 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;4;69,307254;16,095034;POINT (543181 7689009);species;stationary;Activity: Resting. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
LC;3487;Aythya fuligula;toppand;Fugler;Line Selvaag;25.05.1997 00:00:00;Andøya flystasjon, Andøy, No;300.0;Andøy;Nordland;2;69,296024;16,127517;POINT (544485 7687780);species;;Observatør/kilde: Stokke, M. 2005. Fugleregistreringer ved Andøya Flystasjon i perioden 1990-1997. Utskrift av feltdagbøker. Upublisert..;;No;No;No;No;No;No;No;No
NT;3776;Numenius phaeopus;småspove;Fugler;Line Selvaag;12.07.2005 00:00:00;Haugnes N, Andøya flystasjon, Andøy, No;620.0;Andøy;Nordland;2;69,290777;16,16133;POINT (545830 7687220);species;;Observatør/kilde: Geir Gaarder.;;No;No;No;No;No;No;Yes;No
CR;3654;Vanellus vanellus;vipe;Fugler;Anette Jensen;03.04.2010 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;1;69,282608;16,151574;POINT (545462 7686302);species;stationary;Haugnes Activity: Resting.;;No;Yes;No;No;No;No;No;No
NT;3935;Phalacrocorax carbo;storskarv;Fugler;Anette Jensen;27.09.2010 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;14;69,282608;16,151574;POINT (545462 7686302);species;;;;No;No;No;No;No;No;Yes;No
LC;3454;Anas crecca;krikkand;Fugler;Anette Jensen;06.05.2012 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;4;69,282608;16,151574;POINT (545462 7686302);species;possiblereproductive;Activity: PairInSuitableHabitat.;in pair;No;No;No;No;No;No;No;No
CR;3768;Limosa limosa subsp. islandica;svarthalespove;Fugler;Anette Jensen;01.05.2011 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;1;69,282608;16,151574;POINT (545462 7686302);subspecies;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;Yes;No;No;Yes;No;No;No
CR;3768;Limosa limosa subsp. islandica;svarthalespove;Fugler;Anette Jensen;09.05.2012 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;2;69,282608;16,151574;POINT (545462 7686302);subspecies;possiblereproductive;Activity: PairInSuitableHabitat. Validationstatus: Approved Documented;in pair;No;Yes;No;No;Yes;No;No;No
LC;184055;Oenanthe oenanthe;steinskvett;Fugler;Anette Jensen;10.04.2014 00:00:00;Andøya flystasjon N, Andøya flystasjon, Andøy, No;400.0;Andøy;Nordland;1;69,307997;16,113486;POINT (543907 7689105);species;stationary;Activity: Resting.;;No;No;No;No;No;No;No;No
LC;4406;Prunella modularis;jernspurv;Fugler;Anette Jensen;24.05.2009 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: InNestingHabitat.;;No;No;No;No;No;No;No;No
LC;4406;Prunella modularis;jernspurv;Fugler;Anette Jensen;29.04.2009 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;feeding;Activity: Forage.;;No;No;No;No;No;No;No;No
LC;4559;Turdus pilaris;gråtrost;Fugler;Anette Jensen;29.04.2009 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;3;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: Display/Song.;;Yes;No;No;No;No;No;No;No
NT;3646;Pluvialis apricaria;heilo;Fugler;Line Selvaag;20.06.1995 00:00:00;Kleivvatnet øst, Kleivvatnet, Andøy, No;309.0;Andøy;Nordland;2;69,306737;16,101727;POINT (543446 7688956);species;;Observatør/kilde: Stokke, M. 2005. Fugleregistreringer ved Andøya Flystasjon i perioden 1990-1997. Utskrift av feltdagbøker. Upublisert..;;Yes;No;No;No;No;No;Yes;No
NT;4397;Passer domesticus;gråspurv;Fugler;Rune Zakariassen|Bjørn Olav Tveit;09.08.2012 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;;;;No;No;No;No;No;No;Yes;No
CR;3767;Limosa limosa;svarthalespove;Fugler;Espen Bergersen;28.04.2006 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;;;;No;Yes;No;No;No;No;No;No
LC;4547;Turdus iliacus;rødvingetrost;Fugler;Anette Jensen;12.06.2008 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: InNestingHabitat.;;No;No;No;No;No;No;No;No
NT;3799;Tringa totanus;rødstilk;Fugler;Anette Jensen;10.05.2008 00:00:00;Kleivvatnet nord, Kleivvatnet, Andøy, No;100.0;Andøy;Nordland;1;69,309228;16,096121;POINT (543220 7689230);species;feeding;Activity: Forage.;;No;No;No;No;No;No;Yes;No
LC;4164;Corvus cornix;kråke;Fugler;Bjørn Olav Tveit;08.06.2014 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;10;69,307254;16,095034;POINT (543181 7689009);species;;;;No;No;No;No;No;No;No;No
LC;3694;Larus marinus;svartbak;Fugler;Anette Jensen;13.05.2008 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;4;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: Mating.;in pair;Yes;No;No;No;No;No;No;No
LC;3870;Buteo lagopus;fjellvåk;Fugler;Espen Bergersen;02.06.2013 00:00:00;Haugnes, Andøya flystasjon, Andøy, No;773.0;Andøy;Nordland;1;69,28563;16,17281;POINT (546294 7686655);species;feeding;Activity: Forage.;;Yes;No;No;No;No;No;No;No
LC;3510;Cygnus cygnus;sangsvane;Fugler;Line Selvaag;01.07.2005 00:00:00;Lomstjønna, Stormyra, Andøy, No;300.0;Andøy;Nordland;1;69,28475;16,051556;POINT (541510 7686470);species;;Hekkeplass for sangsvane i 2005, ganske regelmessig også tidligere år (H. Pedersen, pers. medd)..;;No;No;No;No;No;No;No;No
NT;3646;Pluvialis apricaria;heilo;Fugler;Line Selvaag;12.07.2005 00:00:00;Lomstjønna, Stormyra, Andøy, No;300.0;Andøy;Nordland;1;69,28475;16,051556;POINT (541510 7686470);species;;Observert i nærheten av lokaliteten. Observatør/kilde: Geir Gaarder.;;Yes;No;No;No;No;No;Yes;No
LC;3887;Haliaeetus albicilla;havørn;Fugler;Tor Olsen|Bjørn Olav Tveit|Stein Engebretsen|Klaus Maløya Torland;02.08.2020 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;moving;Activity: FlyingBy. Validationstatus: Approved Documented;;Yes;No;No;No;No;No;No;No
LC;4162;Corvus corax;ravn;Fugler;Håvar Hveding;31.07.2020 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;;Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
EN;3773;Numenius arquata;storspove;Fugler;Oddvar Heggøy|Martin Eggen;12.07.2020 00:00:00;Andøya flystasjon N, Andøya flystasjon, Andøy, No;400.0;Andøy;Nordland;1;69,307997;16,113486;POINT (543907 7689105);species;reproductive;Activity: RecentlyFledgedYoung. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
NT;3664;Haematopus ostralegus;tjeld;Fugler;;15.05.1984 00:00:00;ANDØYA;5000.0;Andøy;Nordland;1;69,3;16,15;POINT (545364 7688240);species;reproductive;;Unknown;No;No;No;No;No;No;Yes;No
LC;3635;Charadrius hiaticula;sandlo;Fugler;;03.07.1978 00:00:00;Andenes;5000.0;Andøy;Nordland;1;69,3;16,12917;POINT (544542 7688225);species;possiblereproductive;;Unknown;No;No;No;No;No;No;No;No
CR;3654;Vanellus vanellus;vipe;Fugler;;03.06.1984 00:00:00;ANDØYA FLYSTASJON;5000.0;Andøy;Nordland;2;69,3;16,15;POINT (545364 7688240);species;reproductive;;Male;No;Yes;No;No;No;No;No;No
EN;3773;Numenius arquata;storspove;Fugler;;17.06.1984 00:00:00;ANDØYA;5000.0;Andøy;Nordland;1;69,3;16,15;POINT (545364 7688240);species;possiblereproductive;;Unknown;No;Yes;No;No;No;No;No;No
LC;3840;Sterna paradisaea;rødnebbterne;Fugler;;03.08.1984 00:00:00;ANDØYA FL.ST.;5000.0;Andøy;Nordland;9;69,3;16,15;POINT (545364 7688240);species;possiblereproductive;;Unknown;No;No;No;No;No;No;No;No
LC;4472;Phylloscopus trochilus;løvsanger;Fugler;;29.05.1983 00:00:00;TRANES;5000.0;Andøy;Nordland;9;69,3;16,15;POINT (545364 7688240);species;;Behavior ikke gjenkjent unknownorunrecorded;Unknown;No;No;No;No;No;No;No;No
LC;3694;Larus marinus;svartbak;Fugler;Stig  Rasmussen;17.04.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;7;69,307178;16,095313;POINT (543192 7689001);species;stationary;Activity: Resting. Validationstatus: Approved Documented;;Yes;No;No;No;No;No;No;No
VU;3952;Podiceps auritus;horndykker;Fugler;Ole Lykke Henriksen;16.05.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;22;69,307254;16,095034;POINT (543181 7689009);species;stationary;Activity: Resting. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No
LC;4547;Turdus iliacus;rødvingetrost;Fugler;Tor Olsen|Ole Skimmeland|Bjørn Olav Tveit|Trond Ove Stakkeland|Torborg Berge;19.08.2021 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No
